"","Experiment","Person","Repetition","Time","X","Y","Z"
"48741","5","9","8","41",29.2490133392829,-7.4434219492713,56.0413668406356
"48742","5","9","8","42",30.6252509819868,-7.38537902360389,56.0722088609931
"48743","5","9","8","43",32.00898512175,-7.29475064224523,56.0282000896635
"48744","5","9","8","44",33.4101806309224,-7.17394205441277,55.9023736361281
"48745","5","9","8","45",34.8275867673502,-7.03536291062311,55.6900435013151
"48746","5","9","8","46",36.2612526562054,-6.86156911926988,55.4044284360588
"48747","5","9","8","47",37.6918062486242,-6.66768467778259,55.0407735436435
"48748","5","9","8","48",39.1160926739687,-6.45767497531806,54.5816690379796
"48749","5","9","8","49",40.5010569398246,-6.21880442519502,54.0318403098306
"48750","5","9","8","50",41.8445286762536,-5.98335016839215,53.404647822021
"48751","5","9","8","51",43.1617324882562,-5.75967402868602,52.7029969190076
"48752","5","9","8","52",44.4301440830105,-5.51875220800174,51.9194325124095
"48753","5","9","8","53",45.655470905343,-5.28873376490504,51.058490331756
"48754","5","9","8","54",46.8496876657212,-5.05772396732803,50.1310873672944
"48755","5","9","8","55",48.0169570334981,-4.83290985252712,49.1426926824412
"48756","5","9","8","56",49.1387478227981,-4.59178505677702,48.0968673130579
"48757","5","9","8","57",50.2222836007641,-4.34873622369577,46.9908332192093
"48758","5","9","8","58",51.2588378930134,-4.10415035227686,45.8340134910282
"48759","5","9","8","59",52.2254431119129,-3.8509997007358,44.6233868544384
"48760","5","9","8","60",53.1427473611826,-3.58701581623796,43.3808222049642
"48761","5","9","8","61",54.0158654394807,-3.31629345250714,42.1037040312416
"48762","5","9","8","62",54.8252015727065,-3.02915088572814,40.8003596916078
"48763","5","9","8","63",55.559623370957,-2.72673340987236,39.4759997351594
"48764","5","9","8","64",56.2150060022689,-2.42695177592701,38.1464821270448
"48765","5","9","8","65",56.7854987724958,-2.14388819031474,36.8263285789334
"48766","5","9","8","66",57.2878221562791,-1.89549679454541,35.5272693996241
"48767","5","9","8","67",57.7528341416263,-1.69763846574644,34.2721548167658
"48768","5","9","8","68",58.1834175286712,-1.53617836399664,33.0649362063631
"48769","5","9","8","69",58.5694642301517,-1.40200470894961,31.907529979757
"48770","5","9","8","70",58.9120099094339,-1.29533358022962,30.8074676338021
